respondent_id,year,Q14_age,Q15_gender,Q16_state,Q17_income,Q1Q2_unaided_Acme_Strawberries,Q1Q2_unaided_Crimson_Crown_Berries,Q1Q2_unaided_Sunrise_Berries,Q1Q2_unaided_Red_Valley_Organics,Q1Q2_unaided_FreshPick_Strawberries,Q1Q2_unaided_Golden_Meadow_Berries,Q1Q2_unaided_Harvest_Hill_Berries,Q3_aided_Acme_Strawberries,Q3_aided_Crimson_Crown_Berries,Q3_aided_Sunrise_Berries,Q3_aided_Red_Valley_Organics,Q3_aided_FreshPick_Strawberries,Q3_aided_Golden_Meadow_Berries,Q3_aided_Harvest_Hill_Berries,Q4_purchased_Acme_Strawberries,Q4_purchased_Crimson_Crown_Berries,Q4_purchased_Sunrise_Berries,Q4_purchased_Red_Valley_Organics,Q4_purchased_FreshPick_Strawberries,Q4_purchased_Golden_Meadow_Berries,Q4_purchased_Harvest_Hill_Berries,Q5_01_quality_overall,Q5_02_freshness,Q5_03_sweetness_flavor,Q5_04_appearance,Q5_05_value_for_price,Q5_06_consistency,Q5_07_availability,Q5_08_sustainability,Q5_09_packaging,Q5_10_trust,Q5_11_shelf_life,Q6_purchase_intent,Q7_category_frequency,Q8_acme_frequency,Q9_last_brand_purchased,Q10_nps,Q11_brand_preference
625,2026,35-44,Female,IN,"$25,000 - $49,999",1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,2,2,3,3,2,4,3,3,4,2,3,2,Never / less than once a month,Rarely - a few times a year,Don't recall,6,FreshPick Strawberries
626,2026,65 or older,Female,IL,"$25,000 - $49,999",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4,3,3,3,3,4,3,5,2,3,3,More than once a week,Never,Don't recall,10,Acme Strawberries
627,2026,45-54,Male,CO,"Under $25,000",1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,4,3,3,2,3,4,3,4,5,3,3,Once a week,Sometimes - about once a month,Crimson Crown Berries,7,Crimson Crown Berries
628,2026,25-34,Male,LA,"$50,000 - $74,999",0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,3,3,2,4,3,3,2,3,2,3,4,3,More than once a week,Often - 2-3 times a month,Sunrise Berries,7,Sunrise Berries
629,2026,25-34,Female,OK,"$50,000 - $74,999",0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,2,5,5,4,2,3,3,4,3,3,3,4,Once a week,Never,FreshPick Strawberries,9,Crimson Crown Berries
630,2026,65 or older,Male,LA,"$150,000 - $199,999",1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,5,4,3,1,3,3,3,3,2,4,4,4,More than once a week,Never,Sunrise Berries,10,FreshPick Strawberries
631,2026,35-44,Male,CO,"$50,000 - $74,999",1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,4,3,3,4,3,4,4,5,5,3,1,4,Never / less than once a month,Sometimes - about once a month,Acme Strawberries,7,Acme Strawberries
632,2026,18-24,Male,LA,"$50,000 - $74,999",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,4,2,2,3,4,4,3,2,3,Once a week,Never,Don't recall,8,Red Valley Organics
633,2026,25-34,Female,FL,"$50,000 - $74,999",1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,5,2,3,2,2,4,4,3,4,3,3,4,More than once a week,Often - 2-3 times a month,Acme Strawberries,8,Acme Strawberries
634,2026,35-44,Male,AZ,"Under $25,000",1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,4,4,2,2,2,4,4,4,2,5,2,3,About once a month,Often - 2-3 times a month,Acme Strawberries,8,Acme Strawberries
635,2026,65 or older,Female,OK,"$200,000 or more",0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,4,5,3,2,3,3,5,4,3,2,1,3,2-3 times a month,Sometimes - about once a month,Crimson Crown Berries,8,Acme Strawberries
636,2026,55-64,Male,MO,"$100,000 - $149,999",1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,5,5,4,3,3,3,5,3,3,1,3,4,2-3 times a month,Very often - weekly or more,Acme Strawberries,7,Acme Strawberries
637,2026,25-34,Male,AL,"$25,000 - $49,999",1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,3,4,2,4,3,3,2,3,5,4,2,4,2-3 times a month,Never,Sunrise Berries,7,Crimson Crown Berries
638,2026,45-54,Female,OK,"$100,000 - $149,999",1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,5,4,1,3,4,3,2,3,1,3,5,4,About once a month,Never,Red Valley Organics,10,Crimson Crown Berries
639,2026,45-54,Non-binary / third gender,OH,"$200,000 or more",0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,5,4,5,4,3,4,4,3,2,3,4,5,2-3 times a month,Rarely - a few times a year,Crimson Crown Berries,7,Crimson Crown Berries
640,2026,25-34,Female,AL,"$25,000 - $49,999",0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,5,3,3,3,5,4,2,4,4,3,4,3,2-3 times a month,Rarely - a few times a year,Acme Strawberries,8,Acme Strawberries
641,2026,35-44,Female,MO,"$100,000 - $149,999",1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,2,2,5,5,3,5,3,3,3,3,3,4,2-3 times a month,Never,Harvest Hill Berries,7,Harvest Hill Berries
642,2026,25-34,Male,NC,"$50,000 - $74,999",1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,4,4,3,2,3,3,3,3,5,2,3,More than once a week,Never,Don't recall,9,FreshPick Strawberries
643,2026,35-44,Male,FL,"$100,000 - $149,999",0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,3,4,4,5,2,3,4,4,5,4,3,3,More than once a week,Very often - weekly or more,Acme Strawberries,6,Crimson Crown Berries
644,2026,18-24,Male,CO,"$50,000 - $74,999",1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,3,4,4,2,3,4,3,4,3,5,3,3,Once a week,Rarely - a few times a year,Crimson Crown Berries,6,Crimson Crown Berries
645,2026,65 or older,Female,UT,"$75,000 - $99,999",0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,4,1,3,3,2,3,4,3,3,3,3,3,About once a month,Never,Crimson Crown Berries,8,Crimson Crown Berries
646,2026,55-64,Female,IL,"$100,000 - $149,999",1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,3,5,4,3,2,4,3,4,3,2,4,4,2-3 times a month,Sometimes - about once a month,Acme Strawberries,7,Crimson Crown Berries
647,2026,25-34,Female,TX,"$25,000 - $49,999",1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,4,4,4,4,4,3,4,1,5,2,2,4,Never / less than once a month,Rarely - a few times a year,Acme Strawberries,8,Crimson Crown Berries
648,2026,55-64,Female,IL,"$25,000 - $49,999",1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,5,3,4,3,3,3,3,3,3,3,4,3,Once a week,Never,Don't recall,7,FreshPick Strawberries
649,2026,25-34,Male,GA,"$75,000 - $99,999",1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,4,4,3,1,3,3,3,3,4,3,4,More than once a week,Never,Don't recall,8,FreshPick Strawberries
650,2026,35-44,Male,MN,"$150,000 - $199,999",1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,4,4,4,3,4,3,2,3,2,4,5,3,More than once a week,Rarely - a few times a year,Crimson Crown Berries,9,Acme Strawberries
651,2026,35-44,Male,WI,"$200,000 or more",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,2,3,4,3,2,4,2,2,About once a month,Never,Don't recall,5,
652,2026,55-64,Male,AL,"$75,000 - $99,999",0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,3,4,3,4,4,2,3,3,4,3,2,3,Once a week,Sometimes - about once a month,Acme Strawberries,6,Acme Strawberries
653,2026,55-64,Male,WA,"$75,000 - $99,999",0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,4,2,5,2,3,3,5,2,5,4,3,3,2-3 times a month,Sometimes - about once a month,Acme Strawberries,9,Acme Strawberries
654,2026,55-64,Male,IN,"$75,000 - $99,999",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,4,2,3,2,2,3,3,4,2,4,4,2-3 times a month,Never,Don't recall,3,
655,2026,45-54,Male,MA,"$75,000 - $99,999",1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,5,3,2,3,4,3,3,4,3,4,3,4,About once a month,Often - 2-3 times a month,Acme Strawberries,8,Acme Strawberries
656,2026,35-44,Female,OK,"$200,000 or more",0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,2,4,2,4,3,3,2,2,2,2,3,About once a month,Never,Don't recall,4,
657,2026,65 or older,Male,SC,"$25,000 - $49,999",0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,5,3,3,2,3,4,4,4,4,5,3,4,Once a week,Sometimes - about once a month,Acme Strawberries,8,Acme Strawberries
658,2026,25-34,Female,CT,"$100,000 - $149,999",1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,3,3,4,4,5,3,4,3,3,2,2,4,2-3 times a month,Sometimes - about once a month,Acme Strawberries,7,Acme Strawberries
659,2026,45-54,Male,CT,"$25,000 - $49,999",0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,5,4,3,5,3,4,3,4,4,3,1,4,Once a week,Sometimes - about once a month,Acme Strawberries,10,Acme Strawberries
660,2026,65 or older,Female,IN,"$75,000 - $99,999",1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,4,4,2,3,3,4,4,3,3,3,2,2,Once a week,Often - 2-3 times a month,Golden Meadow Berries,9,Acme Strawberries
661,2026,35-44,Male,IL,"$25,000 - $49,999",0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,4,3,2,4,3,4,5,1,2,3,4,3,About once a month,Often - 2-3 times a month,Golden Meadow Berries,10,Acme Strawberries
662,2026,65 or older,Male,TX,"Under $25,000",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,3,3,2,4,2,3,3,2,5,3,3,Never / less than once a month,Never,Sunrise Berries,6,Sunrise Berries
663,2026,35-44,Male,NY,"$50,000 - $74,999",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,3,3,4,3,3,3,2,2,3,2-3 times a month,Never,Don't recall,8,Acme Strawberries
664,2026,25-34,Female,AL,"$100,000 - $149,999",0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,4,2,3,3,4,4,3,3,3,3,2,3,About once a month,Never,Don't recall,3,
665,2026,45-54,Female,IN,"$50,000 - $74,999",1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,5,5,3,2,4,2,4,3,4,3,4,4,Once a week,Never,Sunrise Berries,9,Sunrise Berries
666,2026,65 or older,Male,WI,"$25,000 - $49,999",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,3,4,2,2,4,4,3,4,2,2,Once a week,Sometimes - about once a month,Acme Strawberries,9,Acme Strawberries
667,2026,25-34,Female,CA,"$50,000 - $74,999",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,5,2,4,5,3,4,2,3,3,4,About once a month,Rarely - a few times a year,Don't recall,10,Harvest Hill Berries
668,2026,25-34,Female,CT,"$75,000 - $99,999",1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,5,4,5,3,4,3,4,3,2,2,3,3,More than once a week,Often - 2-3 times a month,Harvest Hill Berries,10,Acme Strawberries
669,2026,18-24,Female,MA,"Under $25,000",1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,5,4,3,5,5,3,4,3,4,3,3,4,Once a week,Never,Sunrise Berries,10,Crimson Crown Berries
670,2026,55-64,Female,MO,"$25,000 - $49,999",1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,5,2,2,4,5,4,3,3,3,2-3 times a month,Never,Don't recall,6,Crimson Crown Berries
671,2026,65 or older,Female,UT,"$100,000 - $149,999",0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,3,2,2,3,4,3,3,3,3,2,3,3,More than once a week,Never,FreshPick Strawberries,4,Sunrise Berries
672,2026,25-34,Female,LA,"$150,000 - $199,999",0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,4,3,3,5,4,4,3,3,3,3,1,3,Once a week,Rarely - a few times a year,Acme Strawberries,7,Acme Strawberries
673,2026,45-54,Male,IL,"$25,000 - $49,999",0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,3,3,4,2,2,4,3,3,4,2,3,3,Once a week,Never,Crimson Crown Berries,0,Crimson Crown Berries
674,2026,45-54,Female,TX,"$50,000 - $74,999",1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,3,4,4,4,3,3,4,3,3,3,4,4,2-3 times a month,Very often - weekly or more,Sunrise Berries,5,Crimson Crown Berries
675,2026,25-34,Male,WI,"$50,000 - $74,999",1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,3,4,3,3,4,3,3,4,3,5,2,4,Once a week,Never,Harvest Hill Berries,9,Harvest Hill Berries
676,2026,65 or older,Male,NC,"$25,000 - $49,999",0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,3,3,4,4,3,3,4,4,2,2,3,3,About once a month,Often - 2-3 times a month,Acme Strawberries,7,Acme Strawberries
677,2026,18-24,Male,MD,"Under $25,000",1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,4,3,2,3,3,3,2,2,3,4,4,4,About once a month,Rarely - a few times a year,Crimson Crown Berries,7,Crimson Crown Berries
678,2026,35-44,Female,CO,"$75,000 - $99,999",0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,3,4,4,4,1,3,3,4,4,3,3,3,About once a month,Rarely - a few times a year,Golden Meadow Berries,8,Acme Strawberries
679,2026,25-34,Female,AL,"$100,000 - $149,999",0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,4,4,3,4,3,4,4,4,3,3,4,3,Once a week,Often - 2-3 times a month,Acme Strawberries,6,Acme Strawberries
680,2026,35-44,Male,MA,"$100,000 - $149,999",1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,4,4,2,3,2,3,4,4,3,3,2,4,2-3 times a month,Sometimes - about once a month,Acme Strawberries,9,Acme Strawberries
681,2026,65 or older,Female,LA,"$25,000 - $49,999",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,3,3,3,2,3,3,2,3,4,2,More than once a week,Never,Crimson Crown Berries,1,Crimson Crown Berries
682,2026,25-34,Male,MD,"Under $25,000",1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,2,3,3,4,3,2,2,3,3,3,2,3,Once a week,Never,Don't recall,8,Crimson Crown Berries
683,2026,45-54,Female,NJ,"$100,000 - $149,999",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,4,3,4,2,4,3,2,3,3,3,3,3,Once a week,Very often - weekly or more,Acme Strawberries,9,Acme Strawberries
684,2026,25-34,Male,WA,"$200,000 or more",1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,3,2,3,4,3,5,4,3,3,3,3,3,Once a week,Very often - weekly or more,Acme Strawberries,8,Red Valley Organics
685,2026,25-34,Female,OK,"$200,000 or more",0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,3,3,3,5,3,4,2,4,3,3,2,3,Once a week,Never,Crimson Crown Berries,7,Crimson Crown Berries
686,2026,35-44,Female,CT,"$200,000 or more",0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,3,4,2,4,4,3,3,3,3,3,3,4,About once a month,Never,Golden Meadow Berries,6,Golden Meadow Berries
687,2026,35-44,Female,GA,"$75,000 - $99,999",0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,2,4,5,4,2,3,2,4,2,3,2,3,About once a month,Rarely - a few times a year,Red Valley Organics,6,Red Valley Organics
688,2026,45-54,Female,WI,"$100,000 - $149,999",0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,4,4,3,4,3,2,5,4,3,4,5,4,2-3 times a month,Often - 2-3 times a month,Acme Strawberries,9,Acme Strawberries
689,2026,45-54,Female,MO,"$75,000 - $99,999",1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,3,3,3,4,3,4,3,2,2,3,3,3,2-3 times a month,Never,Sunrise Berries,5,Sunrise Berries
690,2026,18-24,Male,MI,"$25,000 - $49,999",0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,3,4,3,4,3,4,3,4,2,3,3,4,Once a week,Never,FreshPick Strawberries,10,FreshPick Strawberries
691,2026,65 or older,Male,PA,"$200,000 or more",0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5,3,5,4,3,3,3,4,3,3,4,Once a week,Rarely - a few times a year,Don't recall,7,Golden Meadow Berries
692,2026,45-54,Male,OH,"$75,000 - $99,999",0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,2,5,3,4,4,3,1,4,2-3 times a month,Rarely - a few times a year,Don't recall,8,Crimson Crown Berries
693,2026,45-54,Female,SC,"$50,000 - $74,999",1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,5,5,3,4,4,4,4,1,3,2,3,4,Once a week,Rarely - a few times a year,Don't recall,9,Red Valley Organics
694,2026,35-44,Male,FL,"$75,000 - $99,999",1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,4,2,1,3,3,2,2,2,3,4,3,2-3 times a month,Never,Don't recall,10,Sunrise Berries
695,2026,35-44,Female,OK,"$25,000 - $49,999",1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,3,4,4,4,3,4,3,3,3,3,3,3,2-3 times a month,Rarely - a few times a year,Acme Strawberries,7,Acme Strawberries
696,2026,18-24,Female,MO,"$100,000 - $149,999",0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,4,4,5,4,3,3,3,3,1,3,2,4,Never / less than once a month,Rarely - a few times a year,Golden Meadow Berries,8,Golden Meadow Berries
697,2026,25-34,Female,OK,"$75,000 - $99,999",1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,4,4,4,2,3,3,2,3,3,3,2,4,About once a month,Very often - weekly or more,FreshPick Strawberries,8,Acme Strawberries
698,2026,25-34,Female,VA,"$50,000 - $74,999",1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,4,4,3,4,3,3,4,4,4,4,3,3,More than once a week,Rarely - a few times a year,Acme Strawberries,10,Acme Strawberries
699,2026,45-54,Male,CT,"$75,000 - $99,999",0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,5,5,3,2,2,2,3,4,3,3,4,4,More than once a week,Never,FreshPick Strawberries,10,FreshPick Strawberries
700,2026,18-24,Female,WA,"$75,000 - $99,999",0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,4,3,2,3,3,2,4,4,3,2,2,3,2-3 times a month,Never,Don't recall,3,
701,2026,25-34,Male,IL,"Under $25,000",0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,3,4,4,5,2,3,4,3,4,4,5,4,2-3 times a month,Rarely - a few times a year,Acme Strawberries,9,Crimson Crown Berries
702,2026,35-44,Female,VA,"$100,000 - $149,999",0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,4,4,4,5,4,3,4,1,2,4,3,4,2-3 times a month,Often - 2-3 times a month,Crimson Crown Berries,8,Crimson Crown Berries
703,2026,35-44,Female,AL,"$150,000 - $199,999",1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,4,3,4,4,4,5,3,3,2,3,3,4,Once a week,Often - 2-3 times a month,Acme Strawberries,7,Sunrise Berries
704,2026,45-54,Male,GA,"$150,000 - $199,999",1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,4,4,3,4,3,3,2,3,3,3,3,4,Once a week,Often - 2-3 times a month,Acme Strawberries,8,Acme Strawberries
705,2026,55-64,Male,IN,"$50,000 - $74,999",0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,5,4,3,3,3,4,4,4,3,3,4,4,2-3 times a month,Never,Red Valley Organics,10,Red Valley Organics
706,2026,55-64,Female,GA,"$100,000 - $149,999",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,3,2,3,4,2,4,3,4,2-3 times a month,Never,Don't recall,7,Acme Strawberries
707,2026,35-44,Female,OR,"$75,000 - $99,999",1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,3,3,3,3,3,4,3,3,2,4,3,4,2-3 times a month,Rarely - a few times a year,Acme Strawberries,6,Acme Strawberries
708,2026,18-24,Non-binary / third gender,CO,"$100,000 - $149,999",0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,2,4,4,3,2,5,4,1,3,5,3,3,Once a week,Sometimes - about once a month,Acme Strawberries,6,Acme Strawberries
709,2026,65 or older,Female,CO,"$75,000 - $99,999",0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,3,2,4,2,3,4,2,2,4,4,2,4,Once a week,Very often - weekly or more,Acme Strawberries,9,Sunrise Berries
710,2026,45-54,Female,PA,"$25,000 - $49,999",1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,4,3,3,4,3,4,2,2,3,3,2,3,2-3 times a month,Rarely - a few times a year,Acme Strawberries,8,Acme Strawberries
711,2026,35-44,Non-binary / third gender,MN,"$50,000 - $74,999",1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,4,4,4,3,4,2,4,2,2,2,4,4,Once a week,Very often - weekly or more,Acme Strawberries,8,Acme Strawberries
712,2026,18-24,Female,VA,"$100,000 - $149,999",0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,4,2,4,2,2,4,3,2,3,About once a month,Never,Don't recall,6,FreshPick Strawberries
713,2026,45-54,Female,FL,"$50,000 - $74,999",0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,2,2,5,3,1,4,3,2,2,3,3,2,2-3 times a month,Never,Don't recall,7,
714,2026,55-64,Male,MI,"$200,000 or more",0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,3,5,5,3,4,3,2,3,3,3,3,4,Once a week,Very often - weekly or more,Acme Strawberries,7,Red Valley Organics
715,2026,55-64,Female,NC,"$25,000 - $49,999",0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,3,4,4,1,3,4,3,4,2,3,2,4,2-3 times a month,Rarely - a few times a year,Crimson Crown Berries,10,Red Valley Organics
716,2026,18-24,Male,IN,"$25,000 - $49,999",0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,2,2,2,3,2,3,3,3,2,3,3,3,About once a month,Never,Harvest Hill Berries,5,Crimson Crown Berries
717,2026,25-34,Male,MO,"$75,000 - $99,999",0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4,4,5,3,4,3,3,2,3,2,3,3,Never / less than once a month,Rarely - a few times a year,Acme Strawberries,7,Acme Strawberries
718,2026,45-54,Female,TX,"$25,000 - $49,999",0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,3,4,2,2,3,3,4,3,4,4,3,3,Never / less than once a month,Never,Crimson Crown Berries,9,Crimson Crown Berries
719,2026,18-24,Female,NC,"$150,000 - $199,999",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,5,3,3,3,2,3,4,4,3,4,2-3 times a month,Never,Don't recall,9,Acme Strawberries
720,2026,18-24,Female,FL,"$200,000 or more",0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,3,3,3,3,3,2,3,1,3,3,3,3,2-3 times a month,Never,FreshPick Strawberries,5,Golden Meadow Berries
721,2026,55-64,Female,MA,"$50,000 - $74,999",0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,4,4,3,3,4,2,3,4,3,3,2,3,About once a month,Never,Red Valley Organics,3,Red Valley Organics
722,2026,55-64,Male,KY,"$150,000 - $199,999",0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,3,2,2,1,4,3,3,3,2,2,2,2,2-3 times a month,Never,Golden Meadow Berries,5,Crimson Crown Berries
723,2026,18-24,Female,CT,"$100,000 - $149,999",1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,3,5,4,4,3,5,3,3,3,4,4,4,Once a week,Never,Red Valley Organics,6,Crimson Crown Berries
724,2026,18-24,Female,VA,"$150,000 - $199,999",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4,4,3,2,3,4,5,2,3,3,4,4,More than once a week,Rarely - a few times a year,Sunrise Berries,7,Sunrise Berries
725,2026,25-34,Male,OK,"$100,000 - $149,999",1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,3,3,3,4,4,3,3,3,3,3,3,More than once a week,Rarely - a few times a year,Don't recall,9,Sunrise Berries
726,2026,25-34,Male,GA,"$100,000 - $149,999",0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,4,3,3,2,5,4,2,3,3,5,2,4,About once a month,Sometimes - about once a month,Crimson Crown Berries,8,Acme Strawberries
727,2026,25-34,Female,CT,"$75,000 - $99,999",0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,4,4,2,3,2,3,4,2,2,3,3,3,Once a week,Never,Crimson Crown Berries,8,Crimson Crown Berries
728,2026,35-44,Male,SC,"$150,000 - $199,999",0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,3,2,3,3,2,3,3,4,3,3,3,3,Once a week,Never,Crimson Crown Berries,4,Crimson Crown Berries
729,2026,25-34,Male,CA,"Under $25,000",1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,4,3,5,2,2,3,4,4,1,3,1,3,Never / less than once a month,Never,Red Valley Organics,8,Crimson Crown Berries
